Date,AMZN,BAC,F,AMGN,MSFT,GOOG,AAPL,JPM,WMT,TGT
2021-06-30,172.00799560546875,40.39202880859375,14.468398094177246,234.12547302246094,268.1366882324219,125.31600189208984,135.99305725097656,150.35226440429688,138.29319763183594,236.5927276611328
2021-07-01,171.64849853515625,40.69572830200195,14.517081260681152,237.15109252929688,268.82958984375,126.36849975585938,136.30087280273438,151.84092712402344,136.6260528564453,238.28585815429688
2021-07-02,175.5489959716797,40.313655853271484,14.536554336547852,238.88002014160156,274.8178405761719,128.718994140625,138.9718780517578,151.69508361816406,137.40077209472656,241.32965087890625
2021-07-06,183.78700256347656,39.2556037902832,14.117886543273926,234.02943420410156,274.8277587890625,129.77099609375,141.01731872558594,149.1478729248047,137.23406982421875,240.22372436523438
2021-07-07,184.82899475097656,38.942108154296875,13.855001449584961,233.61639404296875,277.0746154785156,130.07749938964844,143.54934692382812,149.3228759765625,137.00851440429688,242.2790069580078
2021-07-08,186.57049560546875,37.991825103759766,13.689480781555176,234.63455200195312,274.59027099609375,129.177001953125,142.22874450683594,146.74649047851562,136.89083862304688,243.2870635986328
2021-07-09,185.9669952392578,39.22621536254883,14.09841251373291,235.5182342529297,275.10491943359375,129.57449340820312,144.08554077148438,151.4423065185547,137.5871124267578,243.2870635986328
2021-07-12,185.92750549316406,39.804222106933594,14.224987030029297,234.7209930419922,274.49127197265625,130.56399536132812,143.4798126220703,153.61033630371094,137.34194946289062,246.86915588378906
2021-07-13,183.8679962158203,39.049869537353516,14.039993286132812,235.162841796875,278.1138916015625,130.9945068359375,144.6117706298828,151.3256378173828,137.86170959472656,246.38955688476562
2021-07-14,184.08399963378906,38.07019805908203,13.874473571777344,235.03797912597656,279.6283264160156,132.08250427246094,148.09698486328125,150.81036376953125,138.8129425048828,248.2295379638672
2021-07-15,181.55999755859375,38.040809631347656,13.640798568725586,236.89175415039062,278.16339111328125,131.26649475097656,147.43173217773438,151.14093017578125,138.92080688476562,247.54443359375
2021-07-16,178.68150329589844,37.1493034362793,13.251338958740234,238.1692352294922,277.8862609863281,131.8455047607422,145.35647583007812,147.68955993652344,138.82272338867188,245.80233764648438
2021-07-19,177.47950744628906,36.179420471191406,12.930035591125488,236.98779296875,274.1844177246094,129.25399780273438,141.44427490234375,142.8867950439453,138.49911499023438,245.77297973632812
2021-07-20,178.6595001220703,36.923973083496094,13.54343318939209,237.14149475097656,276.4708557128906,131.10150146484375,145.11817932128906,145.5506591796875,139.1267547607422,249.28656005859375
2021-07-21,179.25999450683594,37.67832565307617,13.816054344177246,235.1820526123047,278.52960205078125,132.60049438476562,144.3734588623047,148.61314392089844,138.44029235839844,250.59800720214844
2021-07-22,181.90150451660156,37.1884880065918,13.54343318939209,235.07638549804688,283.2212829589844,133.32850646972656,145.76358032226562,146.7367706298828,138.53836059570312,251.53759765625
2021-07-23,182.83200073242188,36.933773040771484,13.455806732177734,237.938720703125,286.71527099609375,137.8159942626953,147.5111541748047,146.45481872558594,139.67591857910156,255.47198486328125
2021-07-26,184.99099731445312,37.35503387451172,13.660270690917969,235.4029541015625,286.1015930175781,139.64450073242188,147.93812561035156,147.43675231933594,139.87205505371094,255.3055877685547
2021-07-27,181.3195037841797,37.20808029174805,13.426595687866211,235.0187530517578,283.6171875,136.79649353027344,145.7338104248047,147.2423095703125,139.88185119628906,252.8588104248047
2021-07-28,181.51600646972656,37.35503387451172,13.4947509765625,234.60572814941406,283.3004150390625,136.38150024414062,143.95640563964844,147.48538208007812,139.31309509277344,251.9388427734375
2021-07-29,179.99600219726562,37.893856048583984,14.010785102844238,232.8864288330078,283.5776062011719,136.54049682617188,144.6117706298828,148.74925231933594,139.48959350585938,256.08856201171875
2021-07-30,166.37950134277344,37.58035659790039,13.582379341125488,232.00274658203125,282.00384521484375,135.2209930419922,144.8302001953125,147.56314086914062,139.79359436035156,255.49151611328125
2021-08-02,166.57400512695312,37.1884880065918,13.54343318939209,230.32183837890625,281.91473388671875,135.989501953125,144.49264526367188,146.9700927734375,139.46998596191406,251.76268005371094
2021-08-03,168.31199645996094,37.76649856567383,13.650535583496094,234.4424591064453,284.1912841796875,136.27999877929688,146.31964111328125,148.64231872558594,141.03904724121094,256.6170349121094
2021-08-04,167.73599243164062,37.4921875,12.968981742858887,219.29513549804688,283.5874938964844,136.02850341796875,145.91253662109375,147.03817749023438,140.07798767089844,254.98263549804688
2021-08-05,168.79949951171875,38.22694778442383,13.348705291748047,224.7508544921875,286.5667419433594,136.94000244140625,146.02175903320312,148.8950958251953,142.6767578125,255.83407592773438
2021-08-06,167.2469940185547,39.333980560302734,13.436332702636719,221.06248474121094,286.50738525390625,137.03599548339844,145.32566833496094,153.1242218017578,142.42178344726562,254.55198669433594
2021-08-09,167.093505859375,39.843406677246094,13.387650489807129,218.89170837402344,285.3888854980469,138.0019989013672,145.27593994140625,152.95896911621094,142.7650146484375,256.82257080078125
2021-08-10,166.03399658203125,40.58796310424805,13.455806732177734,218.95895385742188,283.51824951171875,138.09649658203125,144.78866577148438,154.83534240722656,145.8050537109375,258.4472351074219
2021-08-11,164.60549926757812,41.09739685058594,13.562908172607422,219.1222381591797,284.02301025390625,137.6894989013672,145.04721069335938,156.68255615234375,147.1093292236328,257.40985107421875
2021-08-12,165.1750030517578,41.293331146240234,13.533697128295898,219.14144897460938,286.85382080078125,138.38949584960938,148.06033325195312,157.29502868652344,146.7156524658203,256.30389404296875
2021-08-13,164.69850158691406,40.78390121459961,13.231867790222168,220.61102294921875,289.86285400390625,138.406005859375,148.26918029785156,155.5353240966797,147.1782684326172,255.9711456298828
2021-08-16,164.94949340820312,40.4508056640625,13.105291366577148,223.66001892089844,291.594970703125,138.91600036621094,150.2779083251953,154.51449584960938,148.37905883789062,257.54681396484375
2021-08-17,162.09800720214844,40.2548713684082,12.64767837524414,223.78585815429688,290.0904541015625,137.30050659179688,149.3531036376953,152.64784240722656,148.32984924316406,250.08311462402344
2021-08-18,160.06100463867188,39.96097183227539,12.657414436340332,219.56565856933594,288.31536865234375,136.57000732421875,145.54444885253906,151.25759887695312,146.75502014160156,243.13992309570312
2021-08-19,159.3874969482422,39.37316131591797,12.336111068725586,217.19424438476562,294.30517578125,136.9134979248047,145.8825225830078,149.9936981201172,147.74913024902344,241.00885009765625
2021-08-20,159.99749755859375,39.54950714111328,12.23874568939209,216.36180114746094,301.83209228515625,138.43699645996094,147.36422729492188,150.42147827148438,149.06805419921875,248.85552978515625
2021-08-23,163.2935028076172,40.07853317260742,12.394530296325684,218.40415954589844,302.11968994140625,141.09950256347656,148.87576293945312,152.3464813232422,148.08377075195312,248.0011444091797
2021-08-24,165.28900146484375,40.63694763183594,12.735305786132812,217.18453979492188,300.1065979003906,142.39849853515625,148.78627014160156,153.28952026367188,146.55816650390625,246.1548614501953
